PCT_FREE_AND_REDUCED_PRICE_LUNCH,ALT_SCH,PCT_ENROLLMENT_DISABLED,REFERRALS_TOTAL_PER_THOUSAND,REFERRALS_DISABLED_PER_THOUSAND,REFERRALS_WHITE_EXCL_504_PER_THOUSAND,REFERRALS_HISPANIC_EXCL_504_PER_THOUSAND,REFERRALS_BLACK_EXCL_504_PER_THOUSAND,REFERRALS_ASIAN_EXCL_504_PER_THOUSAND,REFERRALS_NATIVE_EXCL_504_PER_THOUSAND,REFERRALS_PACIFIC_EXCL_504_PER_THOUSAND,REFERRALS_TWO_OR_MORE_EXCL_504_PER_THOUSAND
1,0.07400256160115677,0.032097000054387516,0.062006187195012226,0.042245075299037746,0.046263031513610664,0.021095888576440618,0.02890474410686818,0.016997554062251945,0.008936165591528785,0.009140428468829205,0.036052452144717397
0.07400256160115677,1,0.08717967874559833,0.17778252680232134,0.13980738843099133,0.13947529124626107,0.12542378240280647,0.1133350866872418,0.06514010424441082,0.030234630858953726,0.013519995243929385,0.06788051753922401
0.032097000054387516,0.08717967874559833,1,0.1121062502346782,0.06973443969174477,0.07856010315345166,0.06047311163825637,0.08613690364259989,0.019678638154584035,0.030846106745511793,0.015265686693917343,0.04482142139820838
0.062006187195012226,0.17778252680232134,0.1121062502346782,1,0.757792106683866,0.7770953652444165,0.6860472802968411,0.633035697507493,0.344054079261591,0.332755340767893,0.2244379121059815,0.3722776666769951
0.042245075299037746,0.13980738843099133,0.06973443969174477,0.757792106683866,1,0.5295634377274743,0.4912545089898522,0.532701864898699,0.23367049527254263,0.255622327552403,0.19072804349643008,0.2874639115057924
0.046263031513610664,0.13947529124626107,0.07856010315345166,0.7770953652444165,0.5295634377274743,1,0.47933387650863746,0.4237440878652327,0.2882751010243671,0.21698544481719764,0.13005309271131582,0.22541995053650513
0.021095888576440618,0.12542378240280647,0.06047311163825637,0.6860472802968411,0.4912545089898522,0.47933387650863746,1,0.4021731912327716,0.24021683547681427,0.19702107234192412,0.15664215566439624,0.2098333463465698
0.02890474410686818,0.1133350866872418,0.08613690364259989,0.633035697507493,0.532701864898699,0.4237440878652327,0.4021731912327716,1,0.20917014244361462,0.1761510300666573,0.12821249495837625,0.22853168397228127
0.016997554062251945,0.06514010424441082,0.019678638154584035,0.344054079261591,0.23367049527254263,0.2882751010243671,0.24021683547681427,0.20917014244361462,1,0.10294538326019922,0.07841173299189423,0.11358615305556391
0.008936165591528785,0.030234630858953726,0.030846106745511793,0.332755340767893,0.255622327552403,0.21698544481719764,0.19702107234192412,0.1761510300666573,0.10294538326019922,1,0.13764599472634426,0.1816263043506642
0.009140428468829205,0.013519995243929385,0.015265686693917343,0.2244379121059815,0.19072804349643008,0.13005309271131582,0.15664215566439624,0.12821249495837625,0.07841173299189423,0.13764599472634426,1,0.1399812670138545
0.036052452144717397,0.06788051753922401,0.04482142139820838,0.3722776666769951,0.2874639115057924,0.22541995053650513,0.2098333463465698,0.22853168397228127,0.11358615305556391,0.1816263043506642,0.1399812670138545,1
